name;coords;phone-number;rating;address;working-hours;category;place_id
Бакинский дворик;[49.148195, 55.827546];+7 (843) 515-30-48;4.1;просп. Ямашева, 92А, КазаньТД Имера, этаж 0;['Mo 11:00-23:00', 'Tu 11:00-23:00', 'We 11:00-23:00', 'Th 11:00-23:00', 'Fr 11:00-23:00', 'Sa 11:00-23:00', 'Su 11:00-23:00'];кафе;92
Мараканд Шашлык-Машлык;[49.221272, 55.789184];+7 (999) 169-89-90;4.1;ул. Академика Глушко, 32, Казань;['Mo 11:00-22:00', 'Tu 11:00-22:00', 'We 11:00-22:00', 'Th 11:00-22:00', 'Fr 11:00-22:00', 'Sa 11:00-22:00', 'Su 11:00-22:00'];кафе;93
Сокол;[49.157587, 55.724492];;4.1;Фермское ш., 1, Казань;['Mo 11:00-23:00', 'Tu 11:00-23:00', 'We 11:00-23:00', 'Th 11:00-23:00', 'Fr 11:00-23:00', 'Sa 11:00-23:00', 'Su 11:00-23:00'];кафе;94
Лакомка;[49.130232, 55.795632];+7 (843) 236-60-70;4.3;Республика Татарстан, Казань, улица Карла Маркса;['Mo 08:00-20:00', 'Tu 08:00-20:00', 'We 08:00-20:00', 'Th 08:00-20:00', 'Fr 08:00-20:00', 'Sa 08:00-20:00', 'Su 08:00-20:00'];кафе;95
Исфара;[49.086909, 55.820637];+7 (917) 934-34-26;4.3;ул. Лушникова, 8, стр. 1, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;96
Кафе;[49.029594, 55.827924];;3.1;Горьковское ш., 28, Казань;['Mo 08:00-19:00', 'Tu 08:00-19:00', 'We 08:00-19:00', 'Th 08:00-19:00', 'Fr 08:00-19:00', 'Sa 08:00-19:00', 'Su 08:00-19:00'];кафе;97
Галерея кухонь народов мира;[49.135931, 55.789368];+7 (843) 236-41-44;4.3;ул. Бутлерова, 43/11, Казань;['Mo 08:00-20:00', 'Tu 08:00-20:00', 'We 08:00-20:00', 'Th 08:00-20:00', 'Fr 08:00-20:00', 'Sa 08:00-20:00', 'Su 08:00-20:00'];кафе;98
Чехов;[49.148416, 55.7894];;3.7;ул. Чехова, 3/7, Вахитовский район, Казань;['Mo 11:00-21:00', 'Tu 11:00-21:00', 'We 11:00-21:00', 'Th 11:00-21:00', 'Fr 11:00-21:00', 'Sa 11:00-21:00', 'Su 11:00-21:00'];кафе;99
Cinnabon;[49.120796, 55.787561];+7 (960) 050-70-58;4.4;ул. Баумана, 82, Казань • этаж 1;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];кафе;100
Амелька;[49.210889, 55.799933];+7 (919) 626-48-84;4.0;2-я Азинская ул., 7, Казань • этаж 1;['Mo 08:00-17:00', 'Tu 08:00-17:00', 'We 08:00-17:00', 'Th 08:00-17:00', 'Fr 08:00-17:00'];кафе;101
Плов Хан;[49.086375, 55.823321];+7 (917) 211-76-97;3.9;ул. Декабристов, 117, Казань • этаж 1;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;102
Что делать!?;[49.113215, 55.795074];+7 (843) 292-03-58;4.4;ул. Чернышевского, 3, Казань;['Mo 11:00-00:00', 'Tu 11:00-00:00', 'We 11:00-00:00', 'Th 11:00-00:00', 'Fr 11:00-02:00', 'Sa 11:00-02:00', 'Su 11:00-00:00'];кафе;103
Армада гриль;[49.104656, 55.752424];+7 (951) 899-99-89;4.2;Магистральная ул., 24, корп. 1, Приволжский район, Казаньэтаж 2;['Mo 10:00-18:00', 'Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 10:00-18:00'];кафе;104
Ясень;[49.228418, 55.747098];+7 (843) 261-55-62;4.0;ул. Сафиуллина, 50А, Казань;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];кафе;105
Barbekyu;[49.118178, 55.829329];+7 (843) 238-60-24;1.0;ул. Мусина, 33/46, Казань • этаж 2;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];кафе;106
Трдельник;[49.109903, 55.819709];+7 (962) 562-75-23;4.0;ул. Абсалямова, 19, Казань;['Mo 09:00-21:00', 'Tu 09:00-21:00', 'We 09:00-21:00', 'Th 09:00-21:00', 'Fr 09:00-21:00', 'Sa 09:00-21:00', 'Su 09:00-21:00'];кафе;107
Top Food Cafe;[49.136116, 55.812063];8 (800) 511-19-95;3.7;ул. Фатыха Амирхана, 1Г, Казаньэтаж 2;['Mo 09:00-21:00', 'Tu 09:00-21:00', 'We 09:00-21:00', 'Th 09:00-21:00', 'Fr 09:00-21:00', 'Sa 09:00-21:00', 'Su 09:00-21:00'];кафе;108
Белый аист;[49.164097, 55.783218];+7 (843) 245-07-50;4.3;ул. Авиахима, 55/27, Казань;['Mo 12:00-23:00', 'Tu 12:00-23:00', 'We 12:00-23:00', 'Th 12:00-23:00', 'Fr 12:00-23:00', 'Sa 12:00-23:00', 'Su 12:00-23:00'];кафе;109
Европа;[49.125098, 55.785396];+7 (843) 222-00-55;4.1;Петербургская ул., 14, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;110
Чайхона Хайят;[49.179584, 55.764883];+7 (904) 763-39-39;4.1;Даурская ул., 21/2, Казань;['Mo 08:00-00:00', 'Tu 08:00-00:00', 'We 08:00-00:00', 'Th 08:00-00:00', 'Fr 08:00-00:00', 'Sa 08:00-00:00', 'Su 08:00-00:00'];кафе;111
Хинкалины;[49.122233, 55.770517];+7 (987) 184-90-75;4.0;ул. Габдуллы Тукая, 128, Казань;['Mo 09:00-22:00', 'Tu 09:00-22:00', 'We 09:00-22:00', 'Th 09:00-22:00', 'Fr 09:00-22:00', 'Sa 09:00-22:00', 'Su 09:00-22:00'];кафе;112
Luna Lounge;[49.125612, 55.780454];+7 (843) 245-18-81;4.3;ул. Марселя Салимжанова, 2Г, Казань;['Mo 11:00-01:00', 'Tu 11:00-01:00', 'We 11:00-01:00', 'Th 11:00-01:00', 'Fr 11:00-02:00', 'Sa 11:00-02:00', 'Su 11:00-01:00'];кафе;113
Doner City;[49.0825, 55.829147];;3.7;ул. Декабристов, 116, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;114
Сююмбике;[49.111388, 55.782254];+7 (843) 293-09-09;4.4;ул. Габдуллы Тукая, 31, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;115
Maram;[49.093499, 55.821305];+7 (843) 518-93-63;4.3;просп. Ибрагимова, 56, Казань • этаж 3;['Mo 12:00-23:00', 'Tu 10:00-23:00', 'We 10:00-23:00', 'Th 10:00-23:00', 'Fr 10:00-00:00', 'Sa 10:00-00:00', 'Su 10:00-23:00'];кафе;116
Кафе;[49.086112, 55.813332];;3.8;Проточная ул., 8, Казань • БЦ Проточная 8, этаж 1;['Mo 09:00-15:00', 'Tu 09:00-15:00', 'We 09:00-15:00', 'Th 09:00-15:00', 'Fr 09:00-15:00', 'Sa 09:00-15:00', 'Su 09:00-15:00'];кафе;117
Анталия;[49.104622, 55.787493];+7 (843) 294-15-08;4.3;ул. Бурхана Шахиди, 9, Казань;['Mo 10:00-00:00', 'Tu 10:00-00:00', 'We 10:00-00:00', 'Th 10:00-00:00', 'Fr 10:00-01:00', 'Sa 10:00-01:00', 'Su 10:00-00:00'];кафе;118
Чёрное озеро;[49.120921, 55.794114];+7 (843) 292-59-96;4.0;ул. Лобачевского, 5, Казань;['Mo 10:00-17:00', 'Tu 10:00-17:00', 'We 10:00-17:00', 'Th 10:00-17:00', 'Fr 10:00-17:00'];кафе;119
Кафе;[49.217264, 55.772022];+7 (843) 276-07-53;3.2;просп. Победы, 101, Казань;['Mo 08:00-20:00', 'Tu 08:00-20:00', 'We 08:00-20:00', 'Th 08:00-20:00', 'Fr 08:00-20:00', 'Sa 08:00-20:00', 'Su 08:00-20:00'];кафе;120
Coffee in;[49.147119, 55.79003];+7 (965) 600-60-01;3.9;Республика Татарстан, Казань, Вахитовский район, улица Чехова;['Mo 07:30-19:00', 'Tu 07:30-19:00', 'We 07:30-19:00', 'Th 07:30-19:00', 'Fr 07:30-19:00', 'Sa 08:30-19:00', 'Su 08:30-19:00'];кафе;121
Кафе;[49.139038, 55.831712];;4.4;ул. Академика Лаврентьева, 3А, Казань;['Mo 08:00-18:00', 'Tu 08:00-18:00', 'We 08:00-18:00', 'Th 08:00-18:00', 'Fr 08:00-18:00'];кафе;122
Столовые;[49.09487, 55.812574];;4.1;ул. Односторонка Гривки, 1, Казань;[];кафе;123
Баку ресторан;[49.147739, 55.760036];+7 (919) 641-84-80;4.1;Оренбургский тракт, 20, Казань • этаж 1;['Mo 12:00-00:30', 'Tu 12:00-00:30', 'We 12:00-00:30', 'Th 12:00-00:30', 'Fr 12:00-02:30', 'Sa 12:00-02:30', 'Su 13:00-00:30'];кафе;124
Татмак;[49.180265, 55.766114];+7 (843) 503-04-12;4.3;Даурская ул., 25А, Казань;['Mo 08:00-23:00', 'Tu 08:00-23:00', 'We 08:00-23:00', 'Th 08:00-23:00', 'Fr 08:00-23:00', 'Sa 08:00-23:00', 'Su 08:00-23:00'];кафе;125
Долина;[49.108677, 55.786764];;4.2;ул. Мартына Межлаука, 13, Казань • этаж 1;['Mo 07:00-23:00', 'Tu 07:00-23:00', 'We 07:00-23:00', 'Th 07:00-23:00', 'Fr 07:00-23:00', 'Sa 07:00-23:00', 'Su 07:00-23:00'];кафе;126
Воздух;[49.102014, 55.768251];;3.9;ул. Мазита Гафури, 46, Казань • РЦ Fun24, этаж 5;['Fr 18:00-23:00', 'Sa 12:00-23:00', 'Su 12:00-23:00'];кафе;127
Шах;[49.099377, 55.791414];+7 (962) 555-23-23;3.9;ул. Саид-Галеева, 6, Казань;['Mo 10:00-00:00', 'Tu 10:00-00:00', 'We 10:00-00:00', 'Th 10:00-00:00', 'Fr 10:00-02:00', 'Sa 10:00-02:00', 'Su 10:00-00:00'];кафе;128
Плов Хаус;[49.079617, 55.828855];+7 (967) 368-81-81;3.7;ул. Декабристов, 133/5, Казань • этаж 1;['Mo 09:00-22:00', 'Tu 09:00-22:00', 'We 09:00-22:00', 'Th 09:00-22:00', 'Fr 09:00-22:00', 'Sa 09:00-22:00', 'Su 09:00-22:00'];кафе;129
Город;[49.073994, 55.82978];+7 (917) 923-75-96;3.4;ул. Шамиля Усманова, 16А, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;130
Cho;[49.212789, 55.7806];8 (800) 600-00-36 (доб. 2);2.9;просп. Победы, 141, Казань • этаж 1;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];кафе;131
Кафе;[49.099803, 55.843027];+7 (905) 039-97-45;3.8;ул. Короленко, 58, Казань;['Mo 08:00-17:00', 'Tu 08:00-17:00', 'We 08:00-17:00', 'Th 08:00-17:00', 'Fr 08:00-17:00'];кафе;132
Cocos;[49.121815, 55.788434];+7 (960) 059-90-09;4.2;Профсоюзная ул., 48, Вахитовский район, Казаньэтаж 2;['Mo 12:00-06:00', 'Tu 12:00-06:00', 'We 12:00-06:00', 'Th 12:00-06:00', 'Fr 12:00-07:00', 'Sa 15:00-07:00', 'Su 15:00-06:00'];кафе;133
Магнолия;[49.181787, 55.812016];+7 (904) 761-27-65;3.9;ул. 8 Марта, 6/22, Казань • этаж 0;['Mo 10:00-23:00', 'Tu 10:00-23:00', 'We 10:00-23:00', 'Th 10:00-23:00', 'Fr 10:00-23:00', 'Sa 10:00-23:00', 'Su 10:00-23:00'];кафе;134
Студенческое кафе;[49.12424, 55.796865];;2.0;Театральная ул., 7/31, Казань;['Mo 09:00-17:00', 'Tu 09:00-17:00', 'We 09:00-17:00', 'Th 09:00-17:00', 'Fr 09:00-17:00', 'Sa 09:00-15:00'];кафе;135
Покешная;[49.111404, 55.802436];;2.9;Федосеевская ул., 1, корп. 5, Казань;['Mo 12:00-21:00', 'Tu 12:00-21:00', 'We 12:00-21:00', 'Th 12:00-21:00', 'Fr 12:00-21:00', 'Sa 12:00-21:00', 'Su 12:00-21:00'];кафе;136
Тамле аш;[49.172183, 55.75211];+7 (843) 291-11-25;4.2;ул. Карбышева, 12АблокИ, КазаньБлок Д, этаж 2;['Mo 10:00-17:00', 'Tu 10:00-17:00', 'We 10:00-17:00', 'Th 10:00-17:00', 'Fr 10:00-17:00'];кафе;137
Новый Акцент;[49.087705, 55.84042];+7 (952) 032-19-16;4.1;просп. Ибрагимова, 9А, Казань;['Mo 11:00-00:00', 'Tu 11:00-00:00', 'We 11:00-00:00', 'Th 11:00-00:00', 'Fr 11:00-00:00', 'Sa 11:00-00:00', 'Su 11:00-00:00'];кафе;138
Gelateria;[49.122352, 55.787678];+7 (843) 215-65-85;4.2;ул. Пушкина, 11, Казань • этаж 1;['Mo 11:00-01:00', 'Tu 11:00-01:00', 'We 11:00-01:00', 'Th 11:00-01:00', 'Fr 11:00-01:00', 'Sa 11:00-01:00', 'Su 11:00-01:00'];кафе;139
Кафе;[49.14999, 55.77174];;3.8;Газовая ул., 7, Приволжский район, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;140
Папа грек;[49.057118, 55.819083];+7 (843) 250-39-66;4.2;Краснококшайская ул., 164, Казань;['Mo 09:00-21:00', 'Tu 09:00-21:00', 'We 09:00-21:00', 'Th 09:00-21:00', 'Fr 09:00-21:00', 'Sa 09:00-21:00', 'Su 09:00-21:00'];кафе;141
Плов Хаус;[49.106369, 55.785706];+7 (967) 779-81-81;4.2;ул. Бурхана Шахиди, 28, Казань;['Mo 08:00-20:00', 'Tu 08:00-20:00', 'We 08:00-20:00', 'Th 08:00-20:00', 'Fr 08:00-20:00', 'Sa 08:00-20:00', 'Su 08:00-20:00'];кафе;142
Гриль халяль;[49.098929, 55.792774];;3.4;Республика Татарстан, Казань, Вахитовский район;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;143
Зайтун;[49.18878, 55.724631];;4.0;Оренбургский тракт, 160, корп. 2, Казань • ТЦ Порт, этаж 1;['Mo 09:00-20:00', 'Tu 09:00-20:00', 'We 09:00-20:00', 'Th 09:00-20:00', 'Fr 09:00-20:00', 'Sa 09:00-20:00', 'Su 09:00-20:00'];кафе;144
Кафе 24;[49.110143, 55.779706];+7 (960) 044-26-26;2.2;ул. Нариманова, 72/52, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;145
Doner box;[49.107539, 55.789426];+7 (953) 496-32-96;4.4;Московская ул., 31, Казань;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];кафе;146
Пекин;[49.125223, 55.793307];+7 (905) 377-95-31;3.9;ул. Пушкина, 42, Казань;['Mo 11:00-23:00', 'Tu 11:00-23:00', 'We 11:00-23:00', 'Th 11:00-23:00', 'Fr 11:00-23:00', 'Sa 11:00-23:00', 'Su 11:00-23:00'];кафе;147
Шарк;[49.120872, 55.774084];+7 (905) 311-93-11;4.3;ул. КСКа, 3, Казань;['Mo 09:00-23:00', 'Tu 09:00-23:00', 'We 09:00-23:00', 'Th 09:00-23:00', 'Fr 09:00-23:00', 'Sa 09:00-23:00', 'Su 09:00-23:00'];кафе;148
Марьям халяль;[49.104453, 55.748596];;4.1;Магистральная ул., 88, Приволжский район, Казань;['Mo 07:30-18:00', 'Tu 07:30-18:00', 'We 07:30-18:00', 'Th 07:30-18:00', 'Fr 07:30-18:00'];кафе;149
Звезда;[49.209054, 55.747985];+7 (927) 404-18-85;3.9;ул. Рихарда Зорге, 66Е, Казань;['Mo 12:00-03:00', 'Tu 12:00-03:00', 'We 12:00-03:00', 'Th 12:00-03:00', 'Fr 12:00-05:00', 'Sa 12:00-05:00', 'Su 12:00-05:00'];кафе;150
Очаг шашлыков;[49.064503, 55.800048];;4.1;ул. Клары Цеткин, 10/1, Казань;['Mo 09:00-21:00', 'Tu 09:00-21:00', 'We 09:00-21:00', 'Th 09:00-21:00', 'Fr 09:00-21:00', 'Sa 09:00-21:00'];кафе;151
Хочу и буду;[49.115833, 55.790349];+7 (843) 500-56-34;4.5;ул. Баумана, 25, Казань • этаж 2;['Mo 11:00-23:00', 'Tu 11:00-23:00', 'We 11:00-23:00', 'Th 11:00-23:00', 'Fr 11:00-01:00', 'Sa 11:00-01:00', 'Su 11:00-23:00'];кафе;152
Баку Сити;[49.08586, 55.82606];+7 (999) 156-06-06;2.8;ул. Декабристов, 102, КазаньРоссия, Республика Татарстан, Казань, улица Декабристов, 102, этаж цокольный;['Mo 16:00-05:00', 'Tu 16:00-05:00', 'We 16:00-05:00', 'Th 16:00-05:00', 'Fr 16:00-05:00', 'Sa 16:00-05:00', 'Su 16:00-05:00'];кафе;153
Кафе-бар Носорог;[49.116261, 55.816968];+7 (901) 143-34-53;4.4;Меридианная ул., 2, Ново-Савиновский район, Казаньметро: Козья Слобода;['Mo 10:00-00:00', 'Tu 10:00-00:00', 'We 10:00-00:00', 'Th 10:00-00:00', 'Fr 10:00-01:00', 'Sa 10:00-01:00', 'Su 10:00-00:00'];кафе;154
Французская кондитерская;[49.111302, 55.802511];+7 (917) 894-24-96;4.2;Федосеевская ул., 1, корп. 6, КазаньКремлевская набережная;['Mo 12:00-21:00', 'Tu 12:00-21:00', 'We 12:00-21:00', 'Th 12:00-21:00', 'Fr 12:00-21:00', 'Sa 12:00-22:00', 'Su 12:00-22:00'];кафе;155
Lazy fox coffee;[49.065644, 55.819873];+7 (917) 883-66-53;3.8;ул. Галимджана Баруди, 8, Казаньэтаж 1;['Mo 08:30-21:30', 'Tu 08:30-21:30', 'We 08:30-21:30', 'Th 08:30-21:30', 'Fr 08:30-21:30', 'Sa 08:30-21:30', 'Su 08:30-21:30'];кафе;156
Аш Бабай;[49.118399, 55.780001];+7 (937) 006-28-60;4.4;ул. Шигабутдина Марджани, 18, Казань;['Mo 10:00-21:00', 'Tu 10:00-21:00', 'We 10:00-21:00', 'Th 10:00-21:00', 'Fr 10:00-21:00', 'Sa 10:00-21:00', 'Su 10:00-21:00'];кафе;157
Esperance;[49.17032, 55.752283];+7 (843) 291-10-84;4.2;ул. Карбышева, 12АблокА, Казань;['Mo 08:00-20:00', 'Tu 08:00-20:00', 'We 08:00-20:00', 'Th 08:00-20:00', 'Fr 08:00-20:00', 'Sa 08:00-20:00', 'Su 10:00-18:00'];кафе;158
Трдельник;[49.125069, 55.803886];+7 (962) 562-75-23;4.2;Федосеевская ул., 1, корп. 20, Казань;['Mo 11:00-21:00', 'Tu 11:00-21:00', 'We 11:00-21:00', 'Th 11:00-21:00', 'Fr 11:00-21:00', 'Sa 11:00-23:00', 'Su 11:00-23:00'];кафе;159
Халяль Пицца Наполетана;[49.10697, 55.790423];+7 (917) 925-75-92;4.4;ул. Чернышевского, 29А, Казаньэтаж 1;['Mo 08:00-21:00', 'Tu 08:00-21:00', 'We 08:00-21:00', 'Th 08:00-21:00', 'Fr 08:00-21:00', 'Sa 08:00-21:00', 'Su 08:00-21:00'];кафе;160
Cinnabon;[49.147825, 55.768821];+7 (499) 579-88-30;4.1;ул. Павлюхина, 91, Казань;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];кафе;161
Gagawa;[49.117633, 55.829868];+7 (905) 026-57-52;4.3;просп. Ямашева, 46/33, Казань;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];кафе;162
Сласти;[49.12445, 55.788951];+7 (843) 202-07-76;4.3;ул. Пушкина, 10, Казань;['Mo 08:00-23:00', 'Tu 08:00-23:00', 'We 08:00-23:00', 'Th 08:00-23:00', 'Fr 08:00-23:00', 'Sa 08:00-23:00', 'Su 08:00-23:00'];кафе;163
Огни Баку;[49.08152, 55.828528];+7 (843) 245-49-45;4.2;ул. Декабристов, 133Е, Казань;['Mo 11:00-00:00', 'Tu 11:00-00:00', 'We 11:00-00:00', 'Th 11:00-00:00', 'Fr 11:00-00:00', 'Sa 11:00-00:00', 'Su 11:00-00:00'];кафе;164
Алан аш;[49.126596, 55.78865];;3.8;ул. Некрасова, 9, Казань • этаж 1;['Mo 08:00-18:00', 'Tu 08:00-18:00', 'We 08:00-18:00', 'Th 08:00-18:00', 'Fr 08:00-18:00'];кафе;165
Кафе;[49.130937, 55.781272];;4.0;Петербургская ул., 50, корп. 23, Казань;['Mo 08:45-17:45', 'Tu 08:45-17:45', 'We 08:45-17:45', 'Th 08:45-17:45', 'Fr 08:45-17:30'];кафе;166
Gastrobar Dadli;[49.09927, 55.819016];+7 (953) 408-03-08;4.3;Чистопольская ул., 3, Казань;['Mo 11:00-01:00', 'Tu 11:00-01:00', 'We 11:00-01:00', 'Th 11:00-01:00', 'Fr 11:00-02:00', 'Sa 11:00-02:00', 'Su 11:00-01:00'];кафе;167
Кафе;[49.117641, 55.73106];;3.8;Тихорецкая ул., 26А, корп. 2, Казань;['Mo 07:00-19:00', 'Tu 07:00-19:00', 'We 07:00-19:00', 'Th 07:00-19:00', 'Fr 07:00-19:00', 'Sa 07:00-17:00'];кафе;168
Самовар;[49.104141, 55.817042];+7 (953) 998-71-05;3.0;Солдатская ул., 8, Казань;['Mo 11:00-17:00', 'Tu 11:00-17:00', 'We 11:00-17:00', 'Th 11:00-17:00', 'Fr 11:00-17:00'];кафе;169
For People;[49.112687, 55.791999];+7 (987) 068-07-47;4.8;ул. Баумана, 13, Казань • этаж 3;['Mo 12:00-02:00', 'Tu 12:00-02:00', 'We 12:00-02:00', 'Th 12:00-02:00', 'Fr 12:00-06:00', 'Sa 12:00-06:00', 'Su 12:00-02:00'];кафе;170
Ostro;[49.133958, 55.795532];8 (800) 555-57-08;4.4;ул. Карла Маркса, 53Б, Казаньэтаж цокольный;['Mo 12:00-21:00', 'Tu 12:00-21:00', 'We 12:00-21:00', 'Th 12:00-21:00', 'Fr 12:00-21:00', 'Sa 12:00-21:00'];кафе;171
Вечернее;[49.112766, 55.792486];+7 (843) 292-45-65;4.2;ул. Мусы Джалиля, 14А, Казань;['Mo 12:00-23:00', 'Tu 12:00-23:00', 'We 12:00-23:00', 'Th 12:00-23:00', 'Fr 12:00-00:00', 'Sa 12:00-00:00', 'Su 12:00-23:00'];кафе;172
Цех;[49.115946, 55.781196];+7 (963) 122-21-52;4.6;ул. Каюма Насыри, 5, корп. 2, Казань;['Mo 12:00-01:00', 'Tu 12:00-01:00', 'We 12:00-01:00', 'Th 12:00-01:00', 'Fr 12:00-02:00', 'Sa 12:00-02:00', 'Su 12:00-01:00'];кафе;173
Золотая нива;[49.043247, 55.825963];+7 (987) 296-47-67;3.3;ул. Фрунзе, 1А, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;174
Аса Food;[49.187829, 55.750999];+7 (843) 212-11-14;4.2;ул. Хусаина Мавлютова, 28А, Казань;['Mo 10:00-23:45', 'Tu 10:00-23:45', 'We 10:00-23:45', 'Th 10:00-23:45', 'Fr 10:00-23:45', 'Sa 10:00-23:45', 'Su 10:00-23:45'];кафе;175
Зебра;[49.103537, 55.771299];;3.8;ул. Мазита Гафури, 5, Казань;['Mo 07:00-22:00', 'Tu 07:00-22:00', 'We 07:00-22:00', 'Th 07:00-22:00', 'Fr 07:00-22:00', 'Sa 07:00-20:00', 'Su 07:00-20:00'];кафе;176
Исфара;[49.174254, 55.764263];+7 (960) 033-30-39;4.6;Даурская ул., 38, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];кафе;177
Кафе;[49.102695, 55.830818];+7 (843) 279-24-04;3.6;Волгоградская ул., 47, Казань;['Mo 09:00-17:00', 'Tu 09:00-17:00', 'We 09:00-17:00', 'Th 09:00-17:00', 'Fr 09:00-17:00'];кафе;178
Джуманджи;[49.134056, 55.761856];;4.1;ул. Хади Такташа, 120А, Казань;['Mo 08:00-20:00', 'Tu 08:00-20:00', 'We 08:00-20:00', 'Th 08:00-20:00', 'Fr 08:00-20:00', 'Sa 08:00-20:00', 'Su 08:00-20:00'];кафе;179
